app_name,tags,specs,id,metascore,developer,Accounting,Action,Adventure,Animation &amp,Audio production,Casual,Design &amp,Early access,Education,Free to play,Illustration,Indie,Massively multiplayer,Modeling,None,Photo editing,Rpg,Racing,Simulation,Software training,Sports,Strategy,Utilities,Video production,Web publishing,release_year,playtimeforever
Space Station Alpha,"['Simulation', 'Strategy', 'Indie', 'Space', 'City Builder', 'Difficult']","['Single-player', 'Steam Achievements']",341930,0,NuclearFirecracker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,434
Hatred,"['Gore', 'Violent', 'Action', 'Dark', 'Mature', 'Shooter', 'Indie', 'Isometric', 'Singleplayer', 'Villain Protagonist', 'Twin Stick Shooter', 'Open World', 'Psychological Horror', 'Horror', 'Third-Person Shooter', 'Dark Humor', 'Top-Down Shooter', 'Survival', 'Difficult', 'Dark Fantasy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",341940,43,Destructive Creations,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,57721
Lux Delux,"['Strategy', 'Indie', 'Board Game', 'Turn-Based Strategy', 'Multiplayer', '2D']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Includes level editor']",341950,0,Sillysoft Games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10387
Dispatcher,"['Horror', 'Adventure', 'Indie', 'Action', 'Multiplayer', 'Space', 'Sci-fi', 'Co-op', 'Atmospheric', 'First-Person', 'Female Protagonist', 'Stealth', 'RPG', 'Survival Horror', 'Survival']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards']",341980,0,CivilSavages,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7482
BiT Evolution,"['Adventure', 'Indie', 'Action', 'Platformer', 'Pixel Graphics', 'Retro']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",342020,0,Major Games,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,17756
The Clans - Saga of the Twins,"['RPG', 'Adventure', 'Indie', 'Anime', 'Female Protagonist', 'RPGMaker']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",342090,0,Supreme Clans Entertainment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,40408
Sym,"['Indie', 'Puzzle-Platformer', 'Platformer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",342100,61,Atrax Games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2348
Hashtag Dungeon,"['Action', 'RPG', 'Indie', 'Rogue-like', 'Rogue-lite', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",342130,0,Hitpoint Games Ltd.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,1871
Games of Glory,"['Free to Play', 'MOBA', 'Action', 'Strategy', 'Multiplayer', 'Massively Multiplayer', 'FPS']","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",342150,0,Lightbulb Crew,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,2957
MechWarrior Online™,"['Free to Play', 'Mechs', 'Multiplayer', 'Action', 'Shooter', 'Robots', 'Simulation', 'Sci-fi', 'FPS', 'Strategy', 'Massively Multiplayer', 'PvP', 'Tactical', 'First-Person', 'War', 'Team-Based', 'Survival', 'Walking Simulator', 'Open World', 'Singleplayer']","['Multi-player', 'MMO', 'Steam Achievements']",342200,0,Piranha Games Inc.,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2015,910789
Air Guardians,"['Simulation', 'Action', 'Indie', 'Sci-fi', 'Flight']","['Single-player', 'Partial Controller Support']",342230,0,Lazy Bum Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,574
SCHAR: Blue Shield Alliance,"['Indie', 'Action', 'Local Co-Op', 'Twin Stick Shooter', 'Space']","['Single-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",342240,0,Brainshape Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8356
Manyland,"['Massively Multiplayer', 'Indie', 'Adventure', 'Action', 'Sandbox', 'Pixel Graphics']","['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",342280,0,Manyland,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,8810
Zombie Kill of the Week - Reborn,"['Action', 'Indie', 'Zombies', '2D', 'Multiplayer', 'Platformer', 'Pixel Graphics']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']",342300,0,Still Running,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,23807
Into The Gloom,"['Indie', 'Adventure', 'Action', 'Horror', 'Pixel Graphics', 'Puzzle', 'Retro', 'Psychological Horror', 'Atmospheric', 'First-Person']","['Single-player', 'Steam Trading Cards']",342350,0,earrgames,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2927
Train of Afterlife,"['Visual Novel', 'Casual', 'Adventure', 'Indie', 'Anime', 'Horror']","['Single-player', 'Steam Trading Cards']",342360,0,Zeiva Inc,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7157
Europe at War,"['Free to Play', 'Strategy', 'Action', 'Mod', 'World War II', 'War', 'Multiplayer']","['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']",342370,0,"Relic Entertainment,Europe at War Development Team",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,136757
Sword Daughter,"['Choose Your Own Adventure', 'Fantasy', 'Multiple Endings', 'Female Protagonist', 'Indie', 'Adventure', 'Based On A Novel', 'Visual Novel', 'Casual', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",342450,0,Hanabira,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6917
Shipwreck,"['Indie', 'Adventure', 'Pixel Graphics', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",342490,0,Brushfire Games,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1723
Human Extinction Simulator,"['Strategy', 'Simulation', 'Indie', 'Space', 'Turn-Based', 'Hex Grid', 'Sci-fi', 'Tactical', 'Turn-Based Strategy', 'Difficult']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",342500,0,Machine 22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,3609
Bret Airborne,"['RPG', 'Indie', 'Casual', 'Steampunk', 'Puzzle', 'Cartoony', 'Family Friendly', 'Match 3']","['Single-player', 'Steam Trading Cards']",342510,0,Machine 22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,4423
BoxesWithGuns,"['Action', 'Indie', 'Arcade', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support']",342520,0,"Thomas Christof,Giovanni Rotondo,Thomas S.",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,88
Heroes Never Lose: Professor Puzzler's Perplexing Ploy,"['Early Access', 'Indie', 'Casual', 'Action', 'Puzzle', 'Match 3', 'Superhero', 'Arcade', 'Fighting']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",342530,0,Magic Pants,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,410
Phantasmal: Survival Horror Roguelike,"['Horror', 'Indie', 'Atmospheric', 'Lovecraftian', 'FPS', 'Difficult', 'Rogue-like', 'Survival', 'Survival Horror', 'Procedural Generation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",342550,0,Eyemobi Ltd.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1098
Airships: Conquer the Skies,"['Early Access', 'Strategy', 'Building', 'Steampunk', 'Indie', 'Action', 'Pixel Graphics', 'Sandbox', 'Simulation', 'RTS', 'Real Time Tactics', '2D', 'Singleplayer', 'Multiplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop']",342560,0,David Stark,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,25545
HIS (Heroes In the Sky),"['Free to Play', 'Action', 'Multiplayer', 'Flight', 'Strategy', 'Casual', 'Simulation', 'RPG', 'World War II', 'Massively Multiplayer', 'Arcade', 'Singleplayer']","['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",342570,0,GameUS Inc.,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2015,18524
12 Labours of Hercules,"['Casual', 'Strategy', 'Singleplayer', 'Resource Management', 'Mythology', '2D', 'Indie', 'Management', 'Puzzle']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",342580,0,"Jetdogs Studios,Zoom Out Games",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,66029
HyperRogue,"['Indie', 'Procedural Generation', 'Rogue-like', 'Turn-Based Tactics', 'Puzzle', 'Education', 'Psychedelic', 'Local Co-Op']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",342610,0,Zeno Rogue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6801
"It came from space, and ate our brains","['Casual', 'Action', 'Indie', 'Adventure', 'Co-op', 'Aliens', 'Multiplayer', 'Survival', 'Top-Down Shooter', 'Horror', 'Top-Down', 'Singleplayer', 'Shooter', 'Local Co-Op']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",342620,0,Triangle Studios,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,27421
Witch's Pranks: Frog's Fortune Collector's Edition,"['Casual', 'Adventure', 'Point & Click', 'Hidden Object']",['Single-player'],342630,0,Shaman Games Studio,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,311
Pixel Privateers,"['Indie', 'RPG', 'Action', 'Adventure', 'Pixel Graphics', 'Simulation', 'Loot', 'Co-op', '2D', 'Sci-fi', 'Multiplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Cloud']",342640,0,Quadro Delta,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2017,1119
Fermi's Path,"['Indie', 'Arcade', 'Action', 'Level Editor', 'Casual', 'Rhythm', 'Racing', 'Music', 'Colorful', 'Singleplayer', 'Difficult', 'Simulation', 'Great Soundtrack', '3D Platformer', 'Platformer', 'Games Workshop', 'Abstract']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",342650,0,GameArt Studio GmbH,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,5848
Samudai,"['Action', 'Indie', 'Casual', 'Local Multiplayer', '2D Fighter', 'Fighting']","['Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",342740,0,Geek Sloth Games,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3812
Dark Quest,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Board Game']",['Single-player'],342860,0,Brain Seal Ltd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,99
Corona MotorSport,"['Early Access', 'Racing', 'Simulation', 'Sports', 'Action', 'Adventure', 'Indie']","['Single-player', 'Full controller support']",342870,0,"LucasGame,Joshua Eden Whorton",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2015,42
Synonymy,"['Strategy', 'Casual', 'Puzzle']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",342890,0,Christopher Cinq-Mars Jarvis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,2906
Toto Temple Deluxe,"['Action', 'Casual', 'Indie', 'Local Multiplayer', '4 Player Local', 'Local Co-Op']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",342920,0,Juicy Beast,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,33
Pixel Survivors,"['Simulation', 'Strategy', 'Casual', 'Indie', 'Zombies', 'Resource Management', 'Management', 'Survival', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",342970,0,"Sachonski,Renamilanesi,Sith",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2016,9355
Destination Sol,"['Free to Play', 'Space', 'RPG', 'Open World', 'Action', 'Indie', '2D', 'Arcade', 'Procedural Generation', 'Replay Value', 'Rogue-like', 'Difficult', 'Singleplayer', 'Multiplayer', 'Pixel Graphics', 'Sci-fi', 'Survival', 'Building', 'Sandbox']","['Single-player', 'Partial Controller Support', 'Steam Cloud']",342980,0,MovingBlocks,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,40595
15 Days,"['Adventure', 'Casual', 'Indie', 'Point & Click']","['Single-player', 'Steam Cloud']",342990,63,House of Tales,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,780
The Mystery of the Druids,"['Adventure', 'Point & Click', 'Memes']","['Single-player', 'Steam Cloud']",343000,0,House of Tales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,8
MagNets,"['Action', 'Indie', 'Casual', 'Local Multiplayer', 'Family Friendly', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",343020,0,Total Monkery,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2208
World of Subways 4 – New York Line 7,"['Simulation', 'Trains', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Cloud']",343070,0,TML-Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,3123
SimpleRockets,"['Simulation', 'Physics', 'Indie', 'Sandbox', 'Space Sim', 'Space', '2D']","['Single-player', 'Steam Trading Cards']",343090,0,"Jundroo, LLC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,16606
Overture,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",343100,76,Black Shell Games,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,40799
Disney•Pixar Cars: Radiator Springs Adventures,"['Racing', 'Adventure', 'Psychological Horror', 'Nudity']","['Single-player', 'Steam Cloud']",343140,0,AWE Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,104
Endica VII The Dream King,"['Action', 'Adventure', 'Indie', 'RPG', 'Casual', 'Metroidvania', 'Platformer', 'Controller', 'Side Scroller', 'Pixel Graphics', '4 Player Local', 'Great Soundtrack', 'Local Co-Op', '2D', 'Retro', 'Memes', 'Singleplayer', 'Fantasy', 'Fast-Paced', 'Local Multiplayer']","['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",343150,0,Dream Within,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,49
Cyberpunk 3776,"['Indie', 'Action', 'Cyberpunk', ""Shoot 'Em Up"", 'Side Scroller', 'Post-apocalyptic', 'Pixel Graphics', 'Retro']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",343170,0,Peter Hann,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,86
Top Trumps Turbo,"['Casual', 'Card Game']",['Single-player'],343180,0,"Good Day Games,NYX Digital",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,22
Gene,"['Indie', 'Casual', 'Platformer', 'Retro', 'Singleplayer', 'Aliens', 'Action', 'Adventure']","['Single-player', 'Steam Cloud']",343250,0,Vital Games Ltd,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3
Disillusions Manga Horror,"['Indie', 'Adventure', 'Horror', 'Anime', 'Comedy', 'Psychological Horror']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support']",343270,0,StephenAllen,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,13096
Zotrix,"['Action', 'Indie', 'Strategy', 'Simulation', 'RPG', ""Shoot 'Em Up"", 'Space', 'Bullet Hell', '2D', 'Pixel Graphics', 'Action RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",343280,0,ZeroBit Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2015,7663
Tiamat X,"['Action', 'Indie', 'Arcade', ""Shoot 'Em Up""]","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",343340,0,BBQ Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8070
Particula,"['Strategy', 'Tower Defense', 'Casual', 'Indie', 'Co-op']","['Single-player', 'Co-op', 'Steam Trading Cards']",343360,0,Microblast Games,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,102190
SLAMMED!,"['RPG', 'Indie', 'Wrestling', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",343370,0,Choice of Games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,2761
Elementary My Dear Majesty!,"['Casual', 'Hidden Object']","['Single-player', 'Steam Trading Cards']",343390,0,Alawar Dreamdale,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9805
Crash Drive 2,"['Casual', 'Racing', 'Simulation', 'Indie', 'Action', 'Multiplayer', 'Open World', 'Driving', 'Family Friendly', 'Competitive', 'Controller']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",343440,0,M2H,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,20365
Bob Was Hungry,"['Indie', 'Platformer', 'Co-op', 'Difficult', '3D Platformer']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",343560,0,Shorebound Studios,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,13535
CroNix,"['Free to Play', 'Action', 'Multiplayer', 'MOBA', 'Strategy', 'Casual', 'PvP', 'Massively Multiplayer', 'Third Person', 'Online Co-Op', 'Co-op', 'Adventure', 'Open World', 'FPS', 'Hack and Slash', 'Shooter', 'Survival']","['Multi-player', 'Co-op']",343630,0,MAGICS,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,5317
Kholat,"['Horror', 'Atmospheric', 'Exploration', 'Walking Simulator', 'Open World', 'Adventure', 'Psychological Horror', 'Singleplayer', 'Indie', 'First-Person', 'Survival', 'Difficult', 'Mystery', 'Story Rich', 'Survival Horror', 'Great Soundtrack', 'Historical']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",343710,64,IMGN.PRO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20634
Firefly Online Cortex,"['RPG', 'Indie', 'Space', 'Free to Play', 'Sci-fi']",['Single-player'],343750,0,Spark Plug Games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,22060
Rotieer,"['Indie', 'Casual', 'Puzzle', 'Puzzle-Platformer']","['Single-player', 'Full controller support']",343770,0,Enzo Whyte,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,14
Cat Goes Fishing,"['Fishing', 'Casual', 'Indie', 'Cute', 'Simulation', 'Relaxing', 'Singleplayer', 'Arcade', 'Underwater', '2D', 'Puzzle', 'Action', 'Illuminati']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",343780,0,Cat5Games,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,28971
Shadowgate: MacVenture Series,"['Adventure', 'Indie', 'Point & Click', 'Classic', 'Difficult', 'Pixel Graphics', 'Dark Fantasy', '1980s', 'Gothic', 'Atmospheric', 'First-Person']",['Single-player'],343800,0,Zojoi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6020
The Uninvited: MacVenture Series,"['Adventure', 'Indie', 'Point & Click', 'Horror', 'Atmospheric', 'Dark', 'Mystery', 'Difficult', 'Pixel Graphics', 'Classic', 'First-Person', '1980s']",['Single-player'],343810,0,Zojoi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3814
Déjà Vu: MacVenture Series,"['Adventure', 'Indie', 'Detective', 'Noir', 'Point & Click', 'Crime', 'Mystery', 'Classic', '1980s', 'Pixel Graphics', 'Atmospheric', 'First-Person']",['Single-player'],343820,0,Zojoi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2874
Déjà Vu II: MacVenture Series,"['Adventure', 'Indie', 'Point & Click', 'Noir', 'Difficult', 'Pixel Graphics', '1980s', 'First-Person']",['Single-player'],343830,0,Zojoi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1905
Trash TV,"['Indie', 'Adventure', 'Platformer', '2D']","['Single-player', 'Full controller support']",343840,0,Lawrence Russell,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,36
Fort Defense,"['Strategy', 'Casual', 'Tower Defense', 'Indie', 'Adventure']","['Single-player', 'Steam Achievements']",343930,0,Creobit,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,6657
Anti-Opoly,"['Casual', 'Strategy', 'Board Game']","['Single-player', 'Shared/Split Screen']",343990,0,Webfoot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,24
Ghost Pirates of Vooju Island,"['Adventure', 'Casual', 'Point & Click', 'Pirates']",['Single-player'],344030,66,Autumn Moon,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,204
Voxelized,"['Early Access', 'Casual', 'Open World', 'Building', 'Adventure', 'Indie', 'First-Person', 'Singleplayer', 'Sandbox', 'Multiplayer', 'Funny', 'Voxel', 'Walking Simulator', 'Psychological Horror', 'Survival']","['Single-player', 'Multi-player', 'Local Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",344040,0,Lord Kres,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,55939
World of Cinema - Movie Tycoon,"['Simulation', 'Strategy', 'Indie', 'Casual']","['Single-player', 'Multi-player', 'Partial Controller Support', 'Stats']",344160,0,Pepi Games,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,1501
Immortal Empire,"['Free to Play', 'Strategy', 'RPG', 'Indie', 'Turn-Based Tactics', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based', 'Multiplayer']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",344190,0,Tactic Studios Inc.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,5454
Pixel Puzzles 2: Birds,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Puzzle']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",344230,0,DL Softworks,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,13045
Man O' War: Corsair - Warhammer Naval Battles,"['Adventure', 'Action', 'Games Workshop', 'Indie', 'Pirates', 'Naval', 'Open World', 'Strategy', 'RPG', 'Singleplayer', 'Fantasy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",344240,0,Evil Twin Artworks,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2017,6793
