ids,playtimeforever
346850,17531
346900,16044623
346920,80
346940,246666
346950,5277
346970,2198
3470,38587
347030,6238
347040,8607
347060,7775
347080,195
347160,17610
347170,564
347220,179
347230,93
347270,4
347280,21
347350,80
347360,29
347370,30
347400,458
347410,8930
347430,35515
347440,6234
347470,552
347480,9
347510,13026
347560,51210
347580,20
347590,5621
347610,8363
347620,50872
347630,60
347670,9239
347690,99
347710,1381
347720,1348
347730,1078
347790,18
347820,47
347830,226048
347930,23
347940,6031
3480,281145
34800,2208
348020,20952
348030,9055
34810,3032
348180,3909
34820,15360
348200,37283
348240,6381
348270,1092
348290,180
3483,48712
34830,481586
348300,5086
348340,10701
348360,14046
348380,329
348400,6556
348430,98
348440,307
348450,39
348460,8918
348470,71831
348490,3910
348510,528
348530,7628
348540,19321
348550,15195
34860,1576
348620,7622
348650,3418
348670,45331
34870,516808
348700,4930
348710,4417
348730,7153
348790,38
348810,259
348820,35
348840,249
348850,481
348860,213
348870,3163
348950,7495
348960,7863
348980,4113
3490,1056
34900,332062
349020,3648
349040,269130
349060,38
349100,864
349140,8165
349150,8
34920,4213
349210,432
349220,10187
349240,663
349260,14845
349280,4
349300,724
349320,7393
349440,9619
349450,130
349460,4713
349480,112269
349500,20219
349530,1585
349540,5661
349550,4114
349580,40416
349650,141
349670,42
349680,8805
349690,9248
349700,413697
349720,98081
349750,21
349760,243
349780,942
349840,4778
349950,6950
3500,3290
35000,76412
350010,17924
350020,11351
350070,3659
350080,319546
350090,185
35010,169078
350110,2434
350150,3237
350210,239
350220,917
350280,13729
35030,98
350310,12803
350330,10
350450,8
350490,6606
350500,1984
350510,23
350530,308
350600,4167
350610,346
350620,317
350630,3658
350640,3141
350660,490
35070,2924
350700,22609
350740,8549
350770,922
350780,135
350810,24255
350910,530
350970,3250
350990,637
3510,3470
351030,6533
351040,22798
351050,81311
351060,226
351080,2017
351090,8613
351100,1334
351140,13743
351150,6885
351170,732
351230,2444
351240,4944
351250,21604
351290,58827
35130,127812
351300,606
351340,20047
35140,2834644
351400,9147
351410,562
351420,4
351450,5469
351470,19303
351480,5018
351490,33448
351510,25497
351570,2596
351630,1578
351640,61530
351700,7882
351710,248823
351720,2264
351730,547
351790,7931
351800,19538
351810,30
351820,29
351840,2244
351860,15103
351870,5073
351900,913
351910,6919
351940,1497
351970,369534
351980,204
351990,18707
3520,2267
352010,21305
352030,1456
352050,3
352070,578
352120,1748
352130,3664
352140,1231
352160,4609
352170,46
352190,8223
352210,918
352220,9016
352240,838
352280,83
352360,445
352370,2287
352400,287144
352430,1489
352440,1386
352450,19
352460,206195
352520,10178
352580,242
352610,4055
352620,4866
352640,1419
352700,17311
352720,489
352740,7614
352750,71
352760,292
352780,33996
352790,142
352850,52
352900,6424
352950,1686
352960,3023
3530,2626
35300,479
353070,1623
353090,16050
35310,2272
353110,311
353130,18224
353190,1134
35320,12078
353260,30
353270,253763
353280,85
353330,9207
353360,9070
353540,1219
353550,2516
353560,16068
353600,3518
353610,125
353630,296
353640,16238
353690,6048
353700,4105
353890,75195
353940,11
353980,2372
3540,168093
354030,8389
354040,6041
354050,728
354140,136475
354160,1056
354180,9998
35420,118943
354200,34362
354230,1886
354240,39355
354280,164
354290,16057
354310,1391
354380,37005
354400,2026
354430,3891
35450,9225652
354500,1419
354510,393
354520,759
354530,450
354540,374
354550,715
354560,83
35460,57762
354620,3068
354640,146044
354650,921
354680,1961
354690,9
35470,35
354720,43
354730,1831
354740,1236
35480,149882
354820,141
354830,451
354850,105086
354860,27814
354870,1795
354900,739
354910,12
354920,11543
354930,4352
354950,8171
354960,8613
354970,195
35500,44993
355000,61052
355030,336
355050,6189
355060,217
355070,1684
355080,1937
35510,14456
355100,8004
355120,131
355130,14774
355140,46
355150,44691
355180,305618
355240,4372
355250,2837
355270,63094
355310,53
355350,1728
355410,5356
355420,42
355430,6536
355500,181
355510,10
355520,32959
355530,14278
355560,5198
355630,586
355690,19
355760,3572
355800,9319
355810,9148
355840,344512
355860,1502
355910,57
355920,2176
355970,6493
355980,4125
3560,49466
35600,5854
356000,3762
356040,139281
356050,2287
356070,3953
356090,40
356100,92
356130,9126
356170,1015
356180,719
356200,30674
356210,8
356260,699
356270,3579
356280,762
356290,1053
356310,48973
356330,40151
356370,42717
356380,3027
356390,546
356420,5751
356430,15525
356500,27619
356510,84
356520,2787
356530,9318
356540,7210
356550,5739
356560,6524
356570,212923
356580,1070
356640,25344
356670,110327
356710,3
356730,2022
356770,537
356790,4296
356800,196
356870,16
356880,2237
356890,4932
356910,1814
3570,760
35700,562244
357010,772
357030,9346
357070,14682
357120,6097
35720,1419612
357200,8794
357280,32174
357290,11
357300,17962
357320,178
357330,12170
357340,33443
357370,4070
357380,3027
357400,5
357410,214
357460,222
357470,2078
357480,18813
357490,3515
357600,13709
357650,3823
357670,3566
357690,611
357700,399
357720,6327
357730,13
357770,20024
357780,40415
357830,1712
357840,639
357890,2870
357900,24945
357910,415
357920,4
357930,429
357940,563
3580,1872
35800,74716
358030,360
358070,163
358080,5739
358090,25680
358130,22597
358170,83
358180,710
358190,253
358200,280
358210,324
358220,158
358230,112
358240,63
358250,1160
358260,727
358270,1196
358280,731
358290,261
358300,81
358310,84
358320,108
358330,77
358340,641
358350,113
358360,924
358370,368
358380,282
358390,126
358400,116
358410,623
358420,183
358430,289
358440,206
358460,2066
358480,10211
358610,63
358640,25
358650,4371
358700,347
358750,29295
358760,11319
358770,2273
358810,1224
358830,1643
358840,13
358960,6203
3590,3475532
359040,7408
359050,371214
359060,6678
359080,244
359090,20
359140,3017
359160,15
359190,577
359220,7764
359230,8764
359250,5388
359260,2045
359280,3353
359290,905
359300,625
359310,88026
359320,5307065
359350,485
359370,1203
359390,31157
359400,1829
359410,2354
359440,881
359450,1140
359550,10061526
359560,6144
359580,12016
359600,3159
359610,4048
359630,385
359650,329
359670,4259
359800,19888
359810,18695
359840,744
359850,1177
359870,481720
359900,18409
359920,863
359940,805
359960,6823
360,108312
3600,13921
36000,26155
360010,8849
360040,3863
360130,164
360150,28640
360170,130269
360380,27496
360390,4002
360450,2181
360480,19591
360510,3742
360520,52
360550,6732
360580,65
360590,12420
360610,49
360620,1567
360640,62385
360650,26768
360730,37788
360740,118339
360750,6
360760,7498
360840,570
360850,1658
360870,22709
360880,256
360890,91
360940,27664
360950,7345
360990,800
3610,1721
36100,678
361020,265
361040,585
36110,1392
361130,187
361160,3875
361190,32802
36120,2330
361200,3337
361280,89209
361300,7128
361320,1784
361330,6
361350,488
361360,1567
361380,450
361400,7156
361430,85
36150,200
361550,5903
361560,26
36160,1317
361600,3216
361620,80
361630,19698
361640,33212
361670,4576
361690,4950
36170,3538
361700,747
361710,180
361720,844
361730,225
361740,342
361750,161
361760,160
361770,164
361780,230
36180,1163
361800,175936
361830,2783
361850,532
361890,4078
36190,546
361930,404
361950,825
361970,605
361990,16294
3620,75957
36200,378
362030,520
362070,41323
362090,17922
36210,7292
362130,4332
362140,2872
362160,986
362180,162
362190,102
362200,136
362210,59
362220,54
362230,52
362240,100
362250,253
362260,91
362270,95
362280,91
362290,9833
362300,18837
362310,8279
362350,7939
362380,60
36240,103
362400,1589
362410,632
362490,82374
362610,39676
362620,103894
362660,24766
362680,37364
362740,181
362750,1204
362780,121
362810,12757
362830,63
362860,228
362870,16177
362890,533040
362920,18
362930,2170
362940,181
3630,43709
36300,880
363050,208
363060,123
363070,53
36310,920
363130,25635
363150,59771
363180,2382
363240,6416
363270,5615
363330,12765
363360,11679
363410,33128
363420,3176
363430,75
363440,27673
363460,18886
363480,1362
363490,30755
363500,953
363510,12928
363520,5086
363530,1507
363550,363
363580,6914
363600,115580
363610,11982
363620,40382
363670,3222
363680,438406
363790,10000
363890,294754
363900,29
363920,3211
363930,2212
363940,8284
363960,57
363970,33262986
363980,36220
364050,25401
364060,57
364100,26
364110,26818
364190,67
364230,1128
364250,717
364270,31687
364300,2311
364350,8768
364360,4947411
364370,444
364380,145
364390,2589
364420,425409
364450,52
364480,2413
364510,323
364590,5
364640,2743
364660,1482
364670,107
364690,60354
364710,24
364750,193
364770,2949
364790,1549
364800,410
364810,1019
364830,2041
364840,1811
364880,56
364890,2921
364900,8155
364930,11433
364940,1285
364970,22
3650,6845
365020,3731
365050,2355
365060,194
365070,10559
365090,8
365120,2315
365140,32
365160,2094
365170,651
365190,1580
365200,737
365210,3069
365240,9
365260,552
365270,85
365280,3702
365300,23676
365310,5082
365320,93
365330,557
365350,35100
365360,84780
365420,8007
365430,75
365440,1708
365450,159593
365480,3224
365500,111
365560,44
365590,5557313
365620,10
365660,19558
365670,1154163
365680,7840
365720,10148
365750,334
365770,17654
365800,4346
365810,20988
365850,748
365860,1112
365870,226
365880,1501
365890,375
365900,3215
365960,49067
366000,110
366010,65
366040,4086
366060,251
366160,17572
366180,316
36620,931641
366210,4744
366220,347755
366230,225
366250,19371
366260,1660
366270,20
366280,12
366290,518
36630,383038
366320,1298
366350,16
366400,2224
366440,42868
366510,1185
366530,2023
366590,302
366600,1836
366610,4036
366620,3033
366670,899
366690,137
366700,605
366760,64314
366780,6150
366800,1331
366810,495
366860,41
366890,34925
366960,52
366970,4496
366990,15
36700,7064
367000,12796
367010,104
367020,9996
367030,61
367110,749
367120,24936
367140,12439
367240,4802
367260,621
367270,20075
367300,9439
367340,30
367350,2637
367430,2636
367450,157541
367500,1462421
367540,434772
367550,32088
367570,6647
367580,32122
367600,8228
367670,39177
367690,3470
367700,5
367710,90
367780,15307
367800,11
367910,1318
367930,775
367950,658
367990,1091
368050,229
368080,1287
368140,7167
368160,9405
368180,4795
368220,1468
368230,281191
368250,3193
368290,12
368310,439
368340,15075
368360,67574
368370,45326
368450,3066
368470,419
368500,525138
368570,195
368590,6812
368600,1918
368610,20133
368640,719
368650,5919
368680,4606
368690,3
368700,6487
368710,4553
368720,14134
368730,88480
368740,2119
368750,18909
368760,22
368770,136
368780,157
368790,653
368800,1509
368830,5941
368860,5683
368890,4864
368900,88636
368950,16419
368970,4200
368980,1506
368990,39585
36900,11
369000,17178
369030,320
369040,32782
369060,7291
369070,1690
369080,7968
36910,69
369100,413
369110,11207
369180,1409
369190,17
369200,526391
369230,4754
369270,1049
369290,12085
369300,1423
369310,218
369360,7666
369370,7078
369390,313
369400,2988
369420,10181
369550,1713
369560,3515
369570,23
369580,34459
369620,9
369640,7499
369860,117
369890,11105
369990,25959
3700,185576
37000,19578
370020,5852
370040,5693
370050,40
370070,1723
370080,91
370090,43571
37010,4884
370100,71999
370140,105
370150,1016
370160,4307
370170,5406
370190,2855
370200,3390
370220,27
370240,2177708
370270,9135
370280,9030
37030,25851
370300,28664
370310,68
370360,58339
370390,843
370460,10840
370480,8159
370490,1827
370510,35666
370540,3594
370550,8817
370590,14163
370600,3
370640,758
370670,120
370700,362
370710,1371
370770,14787
370780,9570
370840,894
370910,3304
370920,2725
370940,24
3710,20359
37100,3410
371000,11723
371010,5667
371100,8058
371120,10941
371180,22817
371190,2764
371200,34185
371210,5123
371220,700
371230,33
371270,114
371280,1571
371300,4505
371310,738
371320,3746
371330,12703
371390,28396
371400,1491
371410,3543
371420,29621
371430,12
371440,20829
371450,4802
371460,6053
371500,2719
371510,12414
371520,5685
371550,4518
371570,64285
371660,359233
371670,10764
371690,86
371710,604
371810,7
371850,9
371880,134
371890,4113
371900,11181
371970,22884
3720,416514
37200,4024
372000,2764285
372030,4263
372060,3
37210,3360
372150,3688
372190,5
37220,1910
372210,3139
372250,145
372260,526
37230,333
372350,606
372360,25388
372380,170
372390,56715
37240,2770
372430,6
372480,2544
372490,2783
37250,457
372540,2247
372590,683
37260,469
372650,78
372670,3
372690,3469
37270,3015
372720,138
372780,5
37280,2379
372800,133212
372820,16952
372830,6731
37290,3
372930,830
372940,1316
372950,7
372960,6
372970,1004
3730,87873
37300,373
373020,83
373021,7
373022,10
373023,45
373080,3910
37310,819
373100,1422
373110,53843
373120,6
373140,4084
373180,20611
37320,364
373240,7169
373280,239
373290,3243
37330,102
373330,2462
373360,14330
373390,6523
37340,22
373410,852
373420,978324
373440,15636
373460,41
373470,59
373480,843
37350,113
37360,215
373600,2099
373610,2895
373620,5241
373630,3214
373680,146576
37370,48
373700,7424
373720,1829
373730,5576
373750,1981
373770,20506
373800,11
373810,3
373860,212
373870,83
37390,896
373920,1393
373970,17055
373990,22
37400,12795
374010,150
374040,153376
374050,4868
374060,2386
374090,1279
374140,1399
374150,3
37420,12879
374240,2750
374320,9635697
374380,470
374400,221
374410,5695
374450,1020
374510,1477
374570,23800
374640,3431
374670,5607
374700,82
374701,40
374702,9
374703,118
374704,10
374706,3
374707,4
374708,10
374709,11
374711,5
374712,7
374713,55
374714,100
374715,13
374716,61
374717,88
374718,79
374719,7
374720,106
374721,133
374722,28
374742,156
374743,117
374745,82
374746,85
374830,6969
374900,1927
374950,3163
37500,2464
375000,2522
375010,11507
375020,11675
375030,1566
375040,5125
375120,7496
375130,14543
375160,24
375170,3082
375180,2021
375200,18464
375210,408
375220,97
375230,210693
375250,7861
375290,4658
375310,144
375320,207
375330,97
375400,1642
375420,4499
375430,6531
375450,51
375460,61775
375480,2499
375510,38766
375520,38435
375530,23190
375550,5
375580,2676
375600,30846
375620,17026
375680,31
375710,20367
375770,6764
375790,1797
375820,47032
375840,4709
375850,8074
375900,18061
375910,125300
375930,4122
375950,211945
375960,130511
37600,9595
376110,37
376120,215
376130,161
376140,2249
376210,152365
376250,1351
376300,103671
376310,1526
376520,252
376560,9113
376570,453707
376680,1372
376730,2764
376750,83
376760,178
376770,48353
376870,330359
376880,84
376920,3975
37700,34587
377070,1696
377080,8004
377100,218
377120,129
377140,21677
377150,387
377160,45274630
377190,741
377200,445
377250,212
377280,7033
377290,16837
377310,13488
377330,4377
377360,4007
377430,3552
377450,1383
377460,2770
377470,1793
377520,1241
377530,19288
377550,250
377570,8662
377590,27
377600,13153
377660,2899
377670,4379
377680,12653
377690,9993
377710,3694
377720,3048
377760,2977
377840,135313
377860,7369
377870,671
377880,560
377900,14442
377970,577
377980,1180
37800,3860
378020,181
378030,520
378070,65
378080,5283
378090,18
378100,30493
378110,520
378120,4382711
378180,46574
378260,2596
378270,11155
378280,56
378300,277
378370,37374
378390,48
378420,92
378480,166
378490,80
378570,32
378580,2605
378590,34
378610,1989
378660,9040
378720,162667
378750,5712
378770,149
378790,4337
378800,1004
378830,5514
378850,155
378930,29
37900,5881
37910,661
37920,177
379210,7001
379260,378
379290,20404
37930,1059
379320,7293
379350,5
379370,9
37940,187
379420,446
37950,49
379520,16
379530,271
37960,11166
379600,50
379640,2337
379670,511
37970,8490
379720,1879466
379760,128
37980,7685
37990,3890
379960,10603
379980,15540
379990,11670
380,1982611
3800,13690
38000,808
380000,1045
380020,6780
380080,307
38010,174
380100,950
380120,7567
380140,1195
380150,7143
38020,699
380210,4545
380220,9737
38030,11
380360,328732
38050,1437
380540,43
380550,4797
380560,669
380570,4389
380580,13362
38060,14895
380600,237069
380660,1426
380670,1845
380690,6062
38070,373
380700,4466
380750,6625
380770,66517
380790,1470
38080,974
380840,63944
380860,293
380890,1048
38090,166
380990,12
3810,16609
38100,297
381020,14992
381050,66
381090,36
38110,9967
381100,13523
381120,111158
381130,87
381140,47
381170,4786
38120,2228
381210,2878772
381220,6976
381260,905
38130,4730
381310,28
38140,3904
38150,362
381560,12250
381590,206
38160,110
381610,80
381640,2583
38170,7539
381750,6149
381780,16159
38180,1239
381800,50
381810,6901
381850,48
381870,6651
381890,24
38190,146
381900,1095
381910,1299
381940,1591
381990,51093
3820,20074
38200,280
382050,2512
382070,7981
382080,559
382090,223
38210,816
382110,33176
382120,42176
382130,176
382140,7408
382160,6
382180,121
38220,36163
382240,70836
382250,3
382260,3196
38230,5021
382300,21552
382350,4710
382380,913
38240,371
382420,4636
382480,663
382490,219670
382570,141
382630,272
382650,4
382710,543
382850,3817
382880,29
382890,25889
382900,20874
382920,3584
382940,864
382970,2007
3830,989691
383020,8
383030,36108
383070,322
383080,1423606
383100,401
383110,279
383120,487564
383150,78851
383180,16534
383190,31
383230,54031
383240,2116
383270,477
383330,27720
383460,9785
383520,11087
383530,6
383540,18
383560,14132
383580,41368
383590,5908
383620,60
383630,3369
383670,2304
383690,454
383700,7
383710,3582
383720,5002
383730,183
383750,7845
383780,109
383790,8233
383800,5503
383810,19
383870,228911
383930,16579
383950,1039
383960,12281
383980,260508
38400,365245
384000,3649
384010,209
384090,252
38410,382825
384100,21
384110,17164
384120,2261
384150,9614
384180,41071
384190,13405
38420,87604
384280,344
38430,9524
384300,7769
384310,6629
384360,12192
38440,17402
384400,942
384420,3
384421,28
384422,8
384480,7680
384490,68380
38450,315
384500,3732
384550,4870
384570,1007
38460,4239
384630,7730
384650,27
384680,9081
384690,804
384700,874
384740,3421
384750,9
38480,1892
384840,3579
384890,27
38490,1292
384910,84
384920,437
384930,17
384950,8786
384980,29881
384990,9027
385020,14520
385060,202
385070,34681
385080,17029
385100,197
385150,7427
385190,21
385200,74540
385230,5872
385240,19915
385250,20950
385260,766
385270,21326
38530,685
385310,6508
385330,2217
385350,3
385360,3866
385370,2595
385380,16016
385400,1571
385440,558
385490,10992
385530,958
385560,3184
385580,244
385590,4621
385600,1412
385630,749
385680,55
385700,42
385710,28497
385730,289788
385760,26482
385770,2934689
385800,115937
385810,107
385830,44146
385860,790
385880,1648
385890,7781
385900,1150
385950,1986
385980,7290
38600,289267
386050,35
386070,723813
386080,1071
386090,7
386110,9451
386140,1018
386160,12752
386180,17169
386260,6941
386280,1140
386290,6704
386320,3
386340,633
386350,1205
386360,12878156
386390,67
386400,61
386420,10884
386480,32834
386510,1779
386520,3900
386540,4340
386560,1282
386590,2840
386600,1930
386640,1164
386650,340
386690,6574
386700,11837
386710,14
386750,6392
386800,14597
386840,15760
386870,1239
386880,19684
386900,1539
386930,15
386940,86628
386990,11580
38700,75498
387010,5182
387060,87
387070,7417
387090,213
387110,4
387130,114
38720,98533
387240,8907
387270,38
387280,344
387290,49486
387340,72499
387370,7357
38740,79990
387430,989
387450,63
387470,385
387540,17
387560,89
387590,1283
387640,78
387660,61
387780,464
387820,154
387840,17299
387850,4153
387860,9141
387870,220
387880,4136
387890,3
387930,6609
387970,1880
387990,477211
388010,54
388050,6483
388060,18021
388080,321217
388090,47759
388120,14189
388210,10928
388270,6483
38830,262100
388300,36
388320,4870
388340,3839
388360,1340
388390,17
388410,243852
388420,20267
388440,3751
388450,564
388490,3166
388500,3168
388540,229
388620,6829
388660,2255
388680,270
388720,795
388730,9
388750,89715
388800,12954
388870,52552
388880,25648
388900,453
388970,1896
388980,1046
38900,26849
389040,1085
389050,1036
389120,215
389160,6505
389170,12524
389190,409
389200,1626
389220,3558
389250,566
389270,85
389300,4868
389310,2360
389400,13173
389430,11236
389460,13187
389510,828
389530,21
389570,743591
389650,35
389670,2424
389700,8061
389740,79
389810,17116
389840,3231
389850,543
389870,28230
389900,440
389970,49
3900,727843
39000,396595
390070,8
390200,11375
390210,281
390220,2273
390290,6847
390310,2594
390330,5
390340,1455
390460,1944
390510,113
390520,27564
390570,10747
390610,2736
390660,836
390670,371371
390680,2088
390720,1090
390730,2282
390870,100
390890,500
390910,7623
390920,83
390930,9
390940,545
390970,8412
3910,510900
391000,68
391040,77168
391050,3639
391070,43200
39110,2245
391100,6
391120,1212
391130,3208
391160,6131
391170,9957
391180,269
39120,7437141
391210,3966
391220,798519
391240,2893
391250,4130
391260,47255
391270,7942
391280,1842
391310,4529
391340,9983
391390,2339
39140,1503950
391420,30268
391440,43
391460,202828
391490,118
39150,729534
391510,82
391520,4260
391540,3349671
391550,127
391580,35
391590,22
39160,289694
391660,16591
391720,33719
391730,86352
391740,32386
391780,824
391820,1958
39190,91969
391920,554
391960,6298
3920,430363
39200,108862
392000,6240
392020,1054
392030,2181
392050,21799
392060,2847
392070,3129
392080,1938
39210,7562537
392120,2281
392190,261
392260,198
392370,4654
392450,2406
392470,50853
39250,333
392580,3484
39260,3470
392610,876
392620,23
392680,40
392730,3
392780,3486
392790,10762
392820,20300
392870,45665
392920,1333
392930,5475
392940,7093
392950,15517
392970,230
39310,27
393150,3462
393170,12
393200,1993
393240,2492
393290,5
393320,9
393360,6901
393380,1182379
393390,25
393410,29163
393420,1217803
393430,1400
393530,294934
393550,137
393610,645
393660,41
39370,7
393750,937
393820,1193
393920,783
393930,3763
393950,7589
393970,127
393980,7859
394120,476
394130,141
394140,255
394160,60
394220,1091
394230,903993
394250,590
394260,251
394280,8981
394290,4840
394310,209148
394360,2370651
394380,4708
394450,10237
394480,138
394510,501629
394540,13870
394550,139
394600,491
394680,12774
394690,252024
394740,6277
394760,10724
394770,128
394850,1465
394870,12526
394940,8
394970,47840
39500,65455
39510,79101
395100,677
395140,8247
395150,3126
395160,1595
395170,7485
39520,4746
395200,31980
395250,2708
395270,166
39530,85179
395300,1963
395350,2195
395380,10221
39540,79985
395400,6025
395420,8308
39550,70603
395500,125
395520,19662
395570,5439
395580,46
39560,12557
395600,356
395760,19
395850,3977
395860,2150
395900,1211
395910,52
395930,325
395980,65298
3960,1009
39600,926
396010,1418
396030,708
396060,227
396090,8001
396120,231
396160,34447
39620,521
396230,863
396260,812
39630,1430
396310,620
396320,151
396360,4674
396390,585
39640,2282
396480,17645
39650,87412
396530,807
396590,586
39660,33912
396640,490
396650,5214
396660,1541
396680,382
39670,21884
396730,3
396750,21494
396790,19144
39680,235669
396800,9982
396850,4525
396860,8305
396890,22995
39690,105051
396900,5469
396930,84
3970,4776
397040,8459
397060,91946
397080,3489
397090,10878
39710,16
397100,105480
397140,206
397160,217
397180,4
397190,152
397200,36
397210,35
397240,21
397270,43744
397310,268
397320,25
397330,1063
397340,254575
397350,7170
397360,1235
397390,6036
397430,31278
397440,272
397460,136107
397500,41182
397550,45241
397570,9201
397580,6034
397620,137784
397670,4
397680,2318
397690,2010
397700,11430
397720,16
397740,119
397770,9234
397780,3386
397820,343
397870,9253
397940,1305
397960,211
397970,171
397980,18865
397990,1292
3980,12285
39800,289243
398000,219
398070,3910
398100,19127
398110,858
398150,7748
398160,2325
398170,4560
398180,680
398210,598
398450,2625
398460,1041
398480,1516
398620,479
398630,1763
398640,2282
398670,3
398680,56917
398710,83221
398830,349
398840,78733
398850,8916
398890,2050
398920,3767
398940,3115
398970,4602
398980,1689
3990,139292
39900,36
399000,7269
399040,5028
399060,328
399070,8828
399100,352
399120,4932
399130,1469
399140,2550
399230,1574
399240,1899
399260,55
399270,9177
399420,22
399430,24698
399520,3125
399530,3028
399580,322
399600,10
399610,562
399640,7452
399660,8669
399670,36467
399700,184
399750,48
399780,1364
399790,37927
399820,3849
399890,6658
399900,49
399910,116
399920,5603
40,154335
400,5229805
4000,448366457
40000,134512
400020,932
400030,236
400040,10902
400110,15350
400160,2320
400170,52385
400180,1488
400200,214
400240,51119
400250,76495
400370,28321
400410,17414
400430,26823
400450,2657
400470,462
400500,12
400510,2139
400570,4
400580,4472
400660,7041
400710,55
400740,7238
400760,1158
400790,4425
400800,17415
400880,45
400910,89305
400940,69
40100,4472910
401090,886
401120,8925
401170,2021
401190,12083
401290,423
401310,237
401330,367
401360,2052
401560,5024
401680,5218
401690,4601
401780,40
401810,5486
401840,11336
401890,5137
401990,18
40200,484
402020,6562
402030,61
402040,2182
402060,290
40210,203
402120,7101
402150,234
402160,1172
402170,3701
402180,66739
402190,41
402210,4069
402220,16143
402260,1054
402300,207
402310,6867
402330,2961
402340,473
402430,731
402450,24
402460,158
402470,452
402471,3
402530,516
402560,223
402570,50954
402590,257
402591,23
402592,26
402593,105
402594,29
402595,35
402596,39
402597,112
402598,114
402599,77
402600,94
402601,103
402602,108
402603,69
402604,109
402605,58
402606,84
402607,40
402608,67
402620,26855
402630,1360
402670,3
402800,218
402840,1248115
402850,3152
402880,39
402890,1812
40300,203640
403040,12638
403070,277
403090,402
403120,826
403170,15
403180,4555
403190,284129
40320,3601
403200,5549
403270,1014
40330,9795
403300,6238
40340,2342
403400,14
403430,203
403460,16
403470,8
403490,701
40350,4666
403510,10389
403560,23199
403570,21798
403590,432
403660,480
403670,55
403690,2158
40370,22748
403700,8505
403740,39046
403780,38
40380,21129
403830,12212
403840,456
403850,7044
403860,89
403880,160
40390,284006
403900,26846
403940,14295
403950,18787
403970,230
403980,204
40400,208930
404020,13
404030,9648
404040,1386
404050,1830
404080,88
404100,10
404150,4
404180,38798
40420,7684
404200,54
404230,584
404270,36
404290,81
404370,1726
404400,15
404410,260150
404420,45
404480,21157
404550,53
404580,748
404620,13856
404630,497
404640,608
404660,348
404690,4965
404700,5226
404730,238440
404770,11691
404790,1105
404810,8673
404820,3840
404850,3352
404860,7
404910,24
404920,662
40500,3137
405000,741
405010,3237
405040,8616
405050,90
405070,3
405180,72
405240,284
405310,138099
405320,166
405370,628
405440,5954
405500,570
405530,84
405540,1195
405550,634
405590,3010
405610,7339
405640,202852
405650,1025
405670,105
405700,333
405720,409
405780,129
405810,38
405820,9963
405860,3328
405900,113333
405950,30714
405960,262
405970,945
405980,6799
406020,514
406080,6903
406090,98
406110,24
406120,4223
406130,23638
406150,5956
406170,642
406210,4577
406260,27
406261,27
406263,18
406290,15931
406300,7
406310,10700
406350,3421
406410,8
406440,340
406550,14934
406650,1327
406670,413
406720,28
406730,984
406780,753
406850,999
406870,3231
406920,298
406930,705
406940,669
40700,148494
407000,1450
407020,3078
407060,4688
407090,3624
407100,65
407120,89375
407150,7127
40720,6327
407230,40476
407250,166565
407290,7509
407300,15981
407320,9385
407330,50887
407340,6073
407380,808
407420,9159
407510,360153
407530,289615
407600,14
407620,2936
407680,17889
407690,224
407710,83
407720,2501
407730,388
407740,214
407750,11759
407760,24
407780,273
407810,13094
407830,2153
407840,101018
407880,299
407890,1089
407891,33
407900,5730
407940,291
407980,9269
40800,2463180
408000,3316
408110,4274
408120,2398
408170,413
408280,5554
408330,3124
408340,196
408440,1660
408640,8057
408650,1754
408740,44477
408750,8638
408760,14874
408770,7460
408900,1099
408920,1820
408930,141
408960,300
408990,27111
409000,2878
409040,152
409070,2495
409090,466
409100,738
409160,37733
409170,341
40920,241943
409280,366
409290,2781
40930,22925
409310,2498
409320,631
409340,1424
409360,681
409370,3740
409380,14184
409390,4077
409410,42
409420,657
409440,755
409450,8886
409460,376
409490,389
40950,187926
409510,7977
409530,11
409560,3354
409590,9975
40960,36030
409600,5250
409630,20
409660,5171
409670,2322
409690,1655
40970,183014
409710,54149
409720,8089
409730,907
40980,20496
409870,23786
409890,5236
40990,45519
409910,27
409960,29
409970,40
409980,563
409990,67
4100,1153
41000,423063
410050,57
410110,16456
410120,8495
410130,9385
410150,575
410210,35907
410290,1074
410320,138242
410340,12003
410370,693
410380,62152
410430,228
410440,4742
410470,1457
41050,59102
410560,58217
410570,204
410590,42320
41060,37164
410660,498
410670,15589
41070,1518287
410700,69
410710,15059
410770,415
410820,3711
410850,31181
410890,13587
410910,600
410970,123
410980,1271
410990,37
41100,47587
411000,10384
411080,250
411120,14195
411180,740
411181,251
411182,153
411183,33
411184,9
411185,70
411186,295
411187,60
411188,24
411189,25
411190,31
411191,26
411192,221
411193,125
411194,25
411310,1316
411320,44
411330,3922
411370,11453
411390,31297
411550,423
411560,5932
411570,11891
411600,492
411610,155
411620,18
411680,955
411690,124
411740,4555
411750,87
411760,1229
411820,201
411830,71132
411960,26169
412010,7
412050,1587
41210,135821
412130,7813
412140,2128
412150,357
412170,21761
412230,3746
412250,2203
412270,2077
412310,2305
412370,1075
412380,7697
412400,1308
412410,96
412450,6833
412460,596
412470,19391
412480,19
412490,2097
412520,5132
412530,7
412540,2966
412600,13334
412670,8629
412730,6056
412740,21521
412770,1420
412790,212
412830,5983
412860,27
412880,164987
412940,1536
412970,155
41300,321687
413030,997
413150,7016712
413170,23426
